time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,ehe_starts_full_year,ehe_schtype_ey,ehe_schtype_none,ehe_schtype_lamain,ehe_schtype_acad,ehe_schtype_free,ehe_schtype_ind,ehe_schtype_spec,ehe_schtype_ap,ehe_schtype_pru,ehe_schtype_ehe,ehe_schtype_else_unk,ehe_schtype_ey_pc,ehe_schtype_none_pc,ehe_schtype_lamain_pc,ehe_schtype_acad_pc,ehe_schtype_free_pc,ehe_schtype_ind_pc,ehe_schtype_spec_pc,ehe_schtype_ap_pc,ehe_schtype_pru_pc,ehe_schtype_ehe_pc,ehe_schtype_else_unk_pc,ehe_anytime_full_year,ehe_returns_full_year,ehe_leave,ehe_section_437_full_year,ehe_sao_issued_full_year,ehe_sao_revoked_full_year
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,90,0,0,10,70,low,10,0,0,0,low,low,0,0,10,73,low,8,0,0,0,low,low,280,50,10,10,low,0
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,100,540,70,0,20,10,low
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,50,0,0,10,20,0,low,low,0,0,low,10,0,0,24,35,0,low,low,0,0,9,28,640,150,x,low,low,low
202324,Academic year,National,E92000001,England,,,,,,71500,x,x,x,x,x,x,x,x,x,x,x,1,1,25,49,2,2,low,low,1,2,17,153300,21500,5000,7000,2100,400
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,2680,x,x,x,x,x,x,x,x,x,x,x,low,2,27,59,1,1,1,low,1,2,4,5920,700,150,260,20,20
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,8410,x,x,x,x,x,x,x,x,x,x,x,1,1,41,37,3,1,low,low,1,3,12,17390,2920,650,530,120,40
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,7030,x,x,x,x,x,x,x,x,x,x,x,1,1,23,58,2,1,low,low,1,2,11,15680,2070,310,1080,330,120
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,6420,x,x,x,x,x,x,x,x,x,x,x,1,1,15,67,2,2,1,low,low,1,10,13270,1960,320,610,190,30
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,7100,x,x,x,x,x,x,x,x,x,x,x,low,low,15,44,1,1,low,low,1,low,37,15830,1660,410,800,200,30
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,9630,x,x,x,x,x,x,x,x,x,x,x,low,low,17,59,2,1,low,low,1,1,18,20600,2630,500,1190,360,70
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,14900,x,x,x,x,x,x,x,x,x,x,x,1,2,32,43,2,3,1,low,low,1,15,29300,4120,1070,1690,680,30
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,8530,x,x,x,x,x,x,x,x,x,x,x,low,2,17,61,2,2,low,low,low,2,14,19590,2910,620,170,70,10
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,2110,x,x,x,x,x,x,x,x,x,x,x,low,4,38,24,2,7,low,low,1,5,19,4790,780,270,150,60,10
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,4710,x,x,x,x,x,x,x,x,x,x,x,low,2,30,28,2,3,low,low,1,4,28,10900,1710,730,500,80,low
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,170,low,10,50,90,10,low,0,low,0,10,10,low,5,27,54,low,low,0,low,0,low,low,390,50,10,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,250,low,10,low,230,low,low,low,0,low,low,low,low,low,low,91,low,low,low,0,low,low,low,550,110,10,20,low,low
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,160,low,low,130,low,0,10,0,0,10,low,10,low,low,80,low,0,low,0,0,low,low,8,260,60,10,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,120,0,low,100,0,0,0,low,0,0,0,10,0,low,84,0,0,0,low,0,0,0,10,280,20,low,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,300,low,0,30,220,10,low,low,0,low,0,30,low,0,11,74,low,low,low,0,low,0,8,460,40,10,70,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,170,0,low,10,130,0,low,low,0,low,low,20,0,low,7,78,0,low,low,0,low,low,9,380,50,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,150,0,10,low,120,0,low,low,0,low,low,0,0,7,low,84,0,low,low,0,low,low,0,290,20,20,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,180,0,low,0,130,0,0,low,low,low,0,30,0,low,0,76,0,0,low,low,low,0,18,510,40,low,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,270,0,low,30,200,low,low,low,0,10,10,low,0,low,12,76,low,low,low,0,low,low,low,540,60,20,90,10,10
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,440,0,10,80,310,0,10,10,low,10,20,low,0,low,18,70,0,low,low,low,low,low,low,1210,180,40,40,low,low
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,150,0,0,10,120,10,low,0,0,0,10,0,0,0,7,79,7,low,0,0,0,7,0,390,20,low,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,320,0,low,280,10,0,low,10,low,0,10,10,0,low,85,low,0,low,low,low,0,low,low,670,60,20,20,low,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,190,10,0,30,100,0,0,low,0,10,10,30,low,0,17,52,0,0,low,0,low,low,18,270,60,10,20,10,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,570,low,low,210,270,0,low,10,low,low,20,50,low,low,38,47,0,low,low,low,low,low,9,1110,90,100,20,low,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,170,low,0,80,70,0,low,low,0,low,low,10,low,0,48,44,0,low,low,0,low,low,low,450,120,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,250,low,10,40,160,low,10,low,0,low,20,low,low,low,15,65,low,low,low,0,low,8,low,500,80,20,30,20,10
202324,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,250,0,low,60,150,0,low,0,0,low,0,30,0,low,26,59,0,low,0,0,low,0,13,570,70,0,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,410,0,0,130,200,30,low,low,0,0,0,50,0,0,31,50,6,low,low,0,0,0,12,820,150,30,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,190,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,320,120,x,20,10,10
202324,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,570,low,0,190,180,10,low,low,0,low,0,180,low,0,34,32,low,low,low,0,low,0,31,1100,240,50,40,30,20
202324,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,270,0,0,80,160,0,10,low,0,10,10,0,0,0,30,61,0,low,low,0,low,low,0,520,70,20,low,low,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,310,low,20,40,120,0,10,low,0,low,30,80,low,7,13,39,0,low,low,0,low,11,25,660,140,10,30,10,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,360,0,10,120,200,0,10,low,0,10,10,10,0,low,33,54,0,low,low,0,low,low,low,700,210,20,low,low,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,240,0,10,0,100,110,10,low,0,low,0,0,0,6,0,42,47,low,low,0,low,0,0,560,70,20,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,280,0,0,40,180,10,0,low,0,low,20,40,0,0,12,62,low,0,low,0,low,6,15,470,190,20,40,20,low
202324,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,180,low,0,90,30,low,low,low,0,low,20,30,low,0,52,16,low,low,low,0,low,12,14,380,90,30,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,420,10,0,170,140,10,0,low,10,0,20,60,low,0,41,34,low,0,low,low,0,5,15,790,70,40,40,low,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,120,low,low,40,40,10,low,0,20,low,0,10,low,low,35,32,6,low,0,14,low,0,low,330,70,10,low,low,low
202324,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,140,low,low,90,20,0,low,0,0,0,20,low,low,low,68,14,0,low,0,0,0,12,low,300,60,10,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,1650,0,0,1440,0,0,0,0,0,0,30,190,0,0,87,0,0,0,0,0,0,low,11,3520,350,80,160,10,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,290,10,10,80,120,20,20,0,0,10,low,30,low,low,27,41,5,7,0,0,low,low,12,560,100,20,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,390,low,low,20,250,10,low,low,0,10,0,80,low,low,6,65,low,low,low,0,low,0,21,750,90,40,80,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,390,10,0,90,220,10,10,10,0,low,low,40,low,0,22,57,low,low,low,0,low,low,11,930,290,30,30,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,350,0,10,130,150,0,low,0,0,0,0,50,0,low,37,44,0,low,0,0,0,0,14,830,100,40,20,10,low
202324,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,280,low,10,160,100,0,10,0,0,low,10,10,low,low,56,34,0,low,0,0,low,low,low,660,60,30,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,140,low,10,60,70,low,0,0,0,0,low,low,low,low,39,48,low,0,0,0,0,low,low,270,50,low,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,500,low,10,30,390,0,0,low,low,0,40,30,low,low,5,78,0,0,low,low,0,7,6,1000,140,30,30,10,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,770,low,low,30,600,low,10,low,10,low,0,120,low,low,low,78,low,low,low,low,low,0,15,1350,110,30,380,100,90
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,310,10,0,0,280,0,0,low,0,low,10,0,low,0,0,92,0,0,low,0,low,low,0,750,80,10,30,10,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,540,20,0,90,330,20,low,low,0,10,0,70,low,0,16,62,low,low,low,0,low,0,13,1040,220,30,60,30,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,670,low,40,80,370,20,30,low,low,low,10,100,low,6,12,56,low,low,low,low,low,low,15,1390,170,10,210,60,low
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,240,low,low,50,160,0,low,0,0,20,10,low,low,low,19,68,0,low,0,0,7,low,low,730,60,10,70,low,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,570,10,10,170,280,10,10,low,0,0,low,80,low,low,30,49,low,low,low,0,0,low,14,1190,190,50,20,20,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,830,low,0,270,460,30,low,low,0,0,0,70,low,0,32,55,low,low,low,0,0,0,8,2010,190,20,x,x,x
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,350,0,0,60,160,0,low,0,0,low,20,110,0,0,18,46,0,low,0,0,low,low,30,1160,170,10,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",390,low,0,low,290,30,low,low,0,40,low,20,low,0,low,75,7,low,low,0,11,low,5,1050,180,20,30,20,low
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,420,0,0,220,130,0,10,low,low,0,30,30,0,0,53,31,0,low,low,low,0,7,7,940,190,30,10,10,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,350,0,0,10,260,0,low,0,0,low,0,80,0,0,low,74,0,low,0,0,low,0,23,670,80,20,low,low,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,220,10,0,70,120,0,0,low,0,0,low,20,low,0,33,55,0,0,low,0,0,low,7,510,60,10,20,0,0
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,810,0,0,510,200,10,10,low,0,10,0,70,0,0,63,25,low,low,low,0,low,0,9,1580,190,x,50,20,low
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,100,low,low,30,60,0,10,0,0,0,0,0,low,low,26,62,0,9,0,0,0,0,0,300,30,20,low,low,low
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,940,low,10,250,600,low,10,low,0,0,30,40,low,low,26,64,low,low,low,0,0,low,low,2040,200,10,20,10,0
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,250,low,low,50,170,low,low,10,0,low,low,low,low,low,20,70,low,low,low,0,low,low,low,560,160,10,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,590,10,low,50,450,low,10,low,low,0,0,70,low,low,8,76,low,low,low,low,0,0,12,1570,150,40,110,30,20
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,440,10,10,140,170,30,40,low,0,10,10,20,low,low,32,38,7,9,low,0,low,low,5,1170,190,50,70,40,10
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,20,0,low,low,10,0,0,0,0,0,low,0,0,13,20,53,0,0,0,0,0,13,0,60,10,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1120,10,20,130,800,10,20,low,10,0,20,110,low,low,12,71,low,low,low,low,0,low,10,2390,200,60,x,40,low
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,330,0,20,50,240,low,10,low,0,low,low,10,0,7,15,72,low,low,low,0,low,low,low,870,80,40,x,10,x
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1340,low,20,160,930,10,10,10,10,0,low,200,low,low,12,69,low,low,low,low,0,low,15,2040,420,50,250,40,0
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,690,10,0,60,500,20,low,low,0,low,10,90,low,0,8,72,low,low,low,0,low,low,13,1250,230,20,20,10,low
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,710,10,0,70,470,30,10,10,low,low,0,110,low,0,10,66,low,low,low,low,low,0,15,1330,320,40,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1440,0,10,20,80,10,low,low,0,10,0,1310,0,low,low,5,low,low,low,0,low,0,91,2850,90,50,190,30,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,310,10,0,80,160,10,low,low,0,low,0,40,low,0,26,54,low,low,low,0,low,0,14,740,80,20,20,10,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,360,10,10,80,240,0,10,low,low,low,0,20,low,low,21,66,0,low,low,low,low,0,6,790,80,10,40,10,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,500,low,10,160,260,low,10,0,0,10,low,50,low,low,32,52,low,low,0,0,low,low,9,1160,150,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,270,0,low,40,170,0,low,low,10,0,10,30,0,low,16,64,0,low,low,low,0,low,10,650,110,90,30,low,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,440,low,0,120,260,0,0,low,0,low,0,60,low,0,26,59,0,0,low,0,low,0,13,750,70,20,170,40,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,370,0,low,80,200,10,0,low,10,10,0,60,0,low,22,53,low,0,low,low,low,0,17,760,190,20,40,30,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,1000,low,low,170,680,0,20,low,0,10,10,110,low,low,17,68,0,low,low,0,low,low,11,2200,200,40,220,40,20
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,200,0,0,0,160,0,10,low,0,0,0,40,0,0,0,78,0,low,low,0,0,0,17,540,60,low,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",170,0,0,60,70,0,low,0,0,low,0,30,0,0,34,45,0,low,0,0,low,0,20,480,10,low,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,650,0,0,90,300,0,20,0,0,low,0,240,0,0,15,46,0,low,0,0,low,0,37,1610,210,60,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,430,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,100,650,130,20,30,10,10
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,160,0,0,40,100,0,0,0,0,0,low,30,0,0,23,60,0,0,0,0,0,low,15,780,60,10,40,30,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,800,0,0,120,470,10,10,10,0,0,0,180,0,0,15,59,low,low,low,0,0,0,23,1890,240,60,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,330,10,10,100,90,10,0,low,low,10,0,100,low,low,31,27,low,0,low,low,low,0,31,600,50,10,30,20,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,260,0,10,50,140,20,low,low,0,10,0,40,0,low,17,52,8,low,low,0,low,0,14,630,60,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,490,low,10,80,240,0,0,low,0,0,60,110,low,low,16,48,0,0,low,0,0,11,22,980,100,40,190,40,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,930,0,0,0,680,0,0,0,0,0,0,250,0,0,0,73,0,0,0,0,0,0,27,2270,350,70,50,20,low
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,360,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,100,360,30,20,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,2480,30,20,350,1700,60,40,10,low,30,10,240,low,low,14,69,low,low,low,low,low,low,10,5020,440,10,170,70,60
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,350,0,0,50,230,0,low,low,low,0,0,70,0,0,14,66,0,low,low,low,0,0,19,830,100,20,10,10,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,360,0,low,10,300,0,0,0,0,low,10,40,0,low,low,83,0,0,0,0,low,low,11,720,100,50,100,10,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1550,10,0,520,740,40,60,10,low,10,0,160,low,0,33,48,low,low,low,low,low,0,11,3250,540,190,340,70,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1600,low,0,200,950,60,20,10,30,0,0,350,low,0,12,59,low,low,low,low,0,0,22,3480,390,60,160,70,10
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,910,0,10,260,600,20,10,low,0,0,10,10,0,low,28,66,low,low,low,0,0,low,low,2460,460,30,140,70,low
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,690,10,20,180,320,10,50,low,low,low,40,60,low,low,26,46,low,7,low,low,low,5,9,1690,250,90,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,460,0,20,80,250,0,10,low,low,0,0,100,0,low,16,55,0,low,low,low,0,0,21,1000,240,70,60,40,low
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,2640,150,0,780,1060,20,150,30,low,0,20,410,6,0,29,40,low,6,low,low,0,low,16,2640,260,90,880,420,10
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,230,0,0,110,30,low,60,0,0,0,10,30,0,0,46,12,low,25,0,0,0,low,14,700,90,30,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1810,30,10,900,550,10,40,10,0,10,0,270,low,low,49,30,low,low,low,0,low,0,15,3640,470,130,30,10,low
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,110,0,0,40,50,0,10,low,0,0,20,0,0,0,32,45,0,low,low,0,0,17,0,320,70,20,230,100,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,390,10,20,120,110,low,low,low,0,low,0,130,low,low,31,28,low,low,low,0,low,0,34,850,170,60,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,140,low,low,40,60,0,20,0,0,low,10,10,low,low,31,44,0,11,0,0,low,6,5,300,50,20,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,140,0,10,30,80,low,low,0,low,0,20,0,0,low,23,54,low,low,0,low,0,13,0,340,40,10,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,160,low,0,70,70,0,low,0,0,low,0,20,low,0,44,44,0,low,0,0,low,0,9,360,70,30,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,190,low,10,60,80,low,low,0,0,low,low,40,low,low,32,39,low,low,0,0,low,low,20,420,120,20,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,240,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,100,510,80,50,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,160,0,10,20,90,10,10,low,0,low,10,10,0,6,13,55,6,5,low,0,low,5,9,390,60,20,10,0,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,3270,low,20,630,2050,120,80,20,10,30,50,280,low,low,19,63,low,low,low,low,low,low,9,6390,740,130,110,60,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,600,0,20,40,390,0,low,10,0,low,40,110,0,low,7,64,0,low,low,0,low,7,18,1270,150,10,20,10,low
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,380,0,20,140,170,10,10,0,0,low,10,20,0,5,37,44,low,low,0,0,low,low,6,870,120,30,10,10,low
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,780,low,0,140,500,20,10,low,0,0,0,120,low,0,17,64,low,low,low,0,0,0,15,1850,300,x,20,low,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,1360,low,0,860,120,30,20,10,0,10,0,320,low,0,63,8,low,low,low,0,low,0,23,3140,590,160,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,1140,low,120,500,400,20,30,10,20,0,low,40,low,11,44,35,low,low,low,low,0,low,low,2640,250,20,270,30,10
202324,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,10,0,low,0,low,0,0,0,0,0,low,0,0,17,0,67,0,0,0,0,0,17,0,10,low,0,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,160,low,10,10,110,0,10,low,0,low,10,0,low,6,9,71,0,low,low,0,low,6,0,350,70,10,10,low,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",560,0,low,30,110,low,10,0,0,0,low,400,0,low,low,20,low,low,0,0,0,low,72,1360,280,80,10,10,10
202324,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,250,10,10,low,180,10,low,0,0,0,0,50,low,low,low,73,low,low,0,0,0,0,18,610,70,30,10,low,low
202324,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,340,low,10,60,170,0,low,low,0,low,20,80,low,low,19,48,0,low,low,0,low,5,23,850,110,50,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,400,0,0,120,200,20,low,0,0,low,0,70,0,0,30,49,low,low,0,0,low,0,16,850,100,50,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",510,0,10,20,350,30,10,low,0,low,20,70,0,low,low,68,7,low,low,0,low,low,14,1120,160,40,20,10,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,670,low,0,140,410,low,20,10,0,0,0,90,low,0,21,61,low,low,low,0,0,0,14,1590,220,90,20,10,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,270,0,0,30,190,0,low,10,0,0,10,30,0,0,12,73,0,low,low,0,0,low,11,490,10,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,1500,0,30,370,850,40,70,low,10,0,60,80,0,low,24,57,low,low,low,low,0,low,5,3390,550,50,20,20,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,510,low,0,80,370,20,low,low,low,0,10,20,low,0,16,72,low,low,low,low,0,low,low,930,190,50,20,low,low
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,300,0,0,90,170,0,0,low,0,low,0,40,0,0,29,57,0,0,low,0,low,0,13,670,80,30,low,0,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,1290,0,0,200,930,0,20,0,0,0,0,130,0,0,15,72,0,low,0,0,0,0,10,2850,460,20,60,10,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,880,0,50,220,470,10,30,10,0,10,0,90,0,6,24,54,low,low,low,0,low,0,10,2370,310,120,0,0,0
