time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,ehe_starts_full_year,ehe_schtype_ey,ehe_schtype_none,ehe_schtype_lamain,ehe_schtype_acad,ehe_schtype_free,ehe_schtype_ind,ehe_schtype_spec,ehe_schtype_ap,ehe_schtype_pru,ehe_schtype_ehe,ehe_schtype_else_unk,ehe_schtype_ey_pc,ehe_schtype_none_pc,ehe_schtype_lamain_pc,ehe_schtype_acad_pc,ehe_schtype_free_pc,ehe_schtype_ind_pc,ehe_schtype_spec_pc,ehe_schtype_ap_pc,ehe_schtype_pru_pc,ehe_schtype_ehe_pc,ehe_schtype_else_unk_pc,ehe_anytime_full_year,ehe_returns_full_year,ehe_leave,ehe_section_437_full_year,ehe_sao_issued_full_year,ehe_sao_revoked_full_year
202324,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,890,0,40,70,720,0,20,0,0,0,30,20,0,low,8,81,0,low,0,0,0,low,low,2160,300,0,20,10,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,low,0,0,low,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,low,0,0,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,220,low,0,130,30,low,10,low,0,0,30,10,low,0,60,12,low,6,low,0,0,14,5,360,60,20,10,0,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,90,0,low,10,50,10,low,low,0,low,10,0,0,low,13,57,12,low,low,0,low,8,0,360,60,20,20,10,low
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,120,0,low,30,40,10,30,0,low,0,10,10,0,low,21,31,low,26,0,low,0,low,10,270,40,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,190,0,20,100,50,10,10,0,0,low,10,10,0,9,53,23,7,low,0,0,low,low,low,460,90,30,10,low,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,70,0,0,30,20,0,10,0,0,0,10,10,0,0,39,29,0,9,0,0,0,7,17,140,20,10,low,low,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,90,0,low,30,50,0,low,0,0,0,low,10,0,low,30,53,0,low,0,0,0,low,11,210,60,20,20,10,10
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,170,0,30,60,40,0,low,low,0,low,30,low,0,14,37,24,0,low,low,0,low,18,low,520,60,10,30,30,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,190,0,10,60,80,low,10,low,0,0,10,10,0,low,33,45,low,7,low,0,0,low,5,510,50,20,20,10,low
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,250,0,20,190,0,0,50,low,0,0,low,low,0,6,74,0,0,19,low,0,0,low,low,500,90,40,30,low,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,130,0,low,40,70,low,10,low,low,low,low,10,0,low,28,52,low,7,low,low,low,low,low,280,50,20,0,low,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,120,0,0,40,50,0,10,0,low,low,10,20,0,0,36,40,0,low,0,low,low,low,12,220,30,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,270,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,100,540,x,x,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,200,low,10,90,40,0,low,low,0,0,low,50,low,7,48,18,0,low,low,0,0,low,23,420,90,40,10,low,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,300,0,low,110,110,20,10,0,low,0,20,30,0,low,36,37,5,low,0,low,0,7,9,760,120,10,10,10,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,370,low,low,200,70,30,20,low,0,10,10,30,low,low,54,18,8,5,low,0,low,low,7,730,120,60,70,20,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,300,low,20,130,100,0,10,low,0,low,20,20,low,7,43,32,0,low,low,0,low,7,5,720,100,50,10,low,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,250,0,0,10,220,0,0,low,0,low,10,10,0,0,5,86,0,0,low,0,low,low,5,560,60,30,10,10,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,280,low,10,90,70,10,10,low,low,low,low,80,low,low,33,26,low,low,low,low,low,low,28,640,100,60,low,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,440,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,100,440,90,20,10,10,low
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,280,low,10,90,100,0,20,low,0,low,10,60,low,low,30,37,0,5,low,0,low,low,20,980,100,60,40,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,280,0,10,150,50,0,10,0,0,0,10,50,0,low,54,18,0,low,0,0,0,low,17,710,90,10,30,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,370,0,0,90,150,10,0,0,0,0,60,70,0,0,24,40,low,0,0,0,0,15,18,710,120,60,10,10,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,260,low,40,60,70,10,low,0,low,10,0,80,low,13,23,25,low,low,0,low,low,0,30,500,160,60,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,190,0,0,80,20,low,0,0,0,0,50,40,0,0,41,12,low,0,0,0,0,26,19,470,40,20,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,250,0,0,60,130,0,low,low,10,0,0,60,0,0,23,50,0,low,low,low,0,0,23,620,70,10,0,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,150,0,low,20,60,10,low,0,0,0,low,50,0,low,17,41,6,low,0,0,0,low,32,690,90,190,low,low,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,180,low,low,90,30,low,low,low,0,0,10,50,low,low,48,16,low,low,low,0,0,low,28,340,40,20,low,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,160,0,10,50,60,0,20,low,0,0,10,10,0,low,35,40,0,10,low,0,0,6,low,380,50,60,10,0,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,110,low,0,40,40,0,30,0,0,low,0,0,low,0,37,33,0,26,0,0,low,0,0,320,80,30,250,20,low
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,130,0,low,60,30,low,10,low,0,0,low,30,0,low,48,21,low,5,low,0,0,low,21,290,40,10,10,0,low
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,220,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,100,530,70,low,30,10,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,210,0,20,100,40,low,10,low,0,0,0,40,0,9,49,19,low,low,low,0,0,0,18,540,160,low,x,low,0
202223,Academic year,National,E92000001,England,,,,,,53200,x,x,x,x,x,x,x,x,x,x,x,1,2,27,47,2,2,low,low,1,2,17,126100,19800,4300,3900,1100,200
202223,Academic year,Regional,E92000001,England,E12000001,North East,,,,1820,x,x,x,x,x,x,x,x,x,x,x,low,2,26,57,1,1,1,low,1,4,7,4520,620,110,260,50,10
202223,Academic year,Regional,E92000001,England,E12000002,North West,,,,6260,x,x,x,x,x,x,x,x,x,x,x,1,2,59,42,1,2,1,low,1,3,17,14310,2750,470,360,110,30
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,4750,x,x,x,x,x,x,x,x,x,x,x,1,3,25,54,1,2,low,low,1,2,10,11200,1980,280,290,100,low
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,5220,x,x,x,x,x,x,x,x,x,x,x,1,1,15,60,2,2,1,low,1,2,16,11510,1710,290,700,180,10
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,6410,x,x,x,x,x,x,x,x,x,x,x,low,low,20,49,1,1,1,low,1,1,27,14060,2090,470,480,130,20
202223,Academic year,Regional,E92000001,England,E12000006,East of England,,,,6640,x,x,x,x,x,x,x,x,x,x,x,low,1,26,51,2,2,low,low,1,1,15,16400,2170,430,790,280,40
202223,Academic year,Regional,E92000001,England,E12000008,South East,,,,10050,x,x,x,x,x,x,x,x,x,x,x,low,1,26,48,2,2,low,low,low,2,16,23680,3540,940,470,120,20
202223,Academic year,Regional,E92000001,England,E12000009,South West,,,,6790,x,x,x,x,x,x,x,x,x,x,x,low,2,23,53,2,2,low,0,low,2,15,16470,2340,580,120,60,10
202223,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,1650,x,x,x,x,x,x,x,x,x,x,x,1,3,45,19,3,9,1,low,low,10,9,4390,890,200,70,20,low
202223,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,3620,x,x,x,x,x,x,x,x,x,x,x,low,2,29,25,1,2,low,low,1,4,35,9540,1720,530,370,50,20
202223,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,160,0,10,40,100,low,0,low,low,0,0,10,0,low,27,60,low,0,low,low,0,0,5,320,50,10,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,200,low,10,low,170,low,10,low,low,low,low,0,low,7,low,85,low,low,low,low,low,low,0,460,70,low,40,low,low
202223,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,100,0,0,70,0,0,low,low,0,low,10,10,0,0,73,0,0,low,low,0,low,12,9,180,20,low,10,0,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,90,0,0,60,20,0,0,10,0,0,10,0,0,0,66,18,0,0,7,0,0,9,0,240,50,low,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,160,0,0,20,130,10,0,0,0,0,low,10,0,0,12,78,low,0,0,0,0,low,low,460,30,10,10,10,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,100,0,low,10,70,0,0,0,0,0,20,0,0,low,15,68,0,0,0,0,0,16,0,220,20,0,30,low,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,80,0,10,10,50,0,0,0,low,0,10,low,0,14,10,66,0,0,0,low,0,8,low,190,10,10,low,0,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,210,0,low,10,170,0,0,low,0,10,0,30,0,low,low,78,0,0,low,0,low,0,14,320,x,x,low,0,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,180,0,low,30,130,low,low,0,0,low,20,low,0,low,15,69,low,low,0,0,low,10,low,430,70,20,50,20,low
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,210,0,low,70,80,low,low,0,0,low,0,50,0,low,32,39,low,low,0,0,low,0,24,830,160,30,50,20,10
202223,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,130,0,0,10,120,10,0,0,0,0,10,0,0,0,low,87,low,0,0,0,0,5,0,330,20,low,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,210,low,low,150,20,0,0,10,low,low,low,20,low,low,73,11,0,0,low,low,low,low,9,540,70,10,40,low,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,70,10,0,10,30,0,0,low,0,10,10,10,7,0,18,45,0,0,low,0,7,10,11,100,30,10,10,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,480,10,10,240,160,10,10,10,0,10,10,40,low,low,49,33,low,low,low,0,low,low,9,900,260,40,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,120,0,0,40,70,0,low,low,low,0,low,0,0,0,31,59,0,low,low,low,0,low,0,320,60,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,180,0,0,60,80,low,10,low,0,0,low,20,0,0,35,45,low,6,low,0,0,low,11,400,60,20,30,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,120,low,10,50,60,0,0,low,low,0,low,0,low,low,41,48,0,0,low,low,0,low,0,390,90,10,low,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,160,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,low,x
202223,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,500,0,30,150,160,10,low,low,0,low,0,140,0,6,31,31,low,low,low,0,low,0,28,1020,360,70,50,40,10
202223,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,150,low,10,30,60,0,low,low,low,low,low,40,low,6,20,41,0,low,low,low,low,low,26,360,110,20,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,210,low,0,90,80,0,10,0,0,low,0,40,low,0,41,38,0,low,0,0,low,0,17,510,100,20,40,20,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,270,0,low,70,130,low,20,low,0,10,10,40,0,low,27,47,low,5,low,0,low,low,13,560,140,20,low,low,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,160,0,low,90,50,0,10,low,0,10,low,0,0,low,54,33,0,5,low,0,low,low,0,410,60,20,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,200,0,10,70,90,10,low,low,0,0,low,20,0,low,35,46,low,low,low,0,0,low,8,410,120,20,40,10,low
202223,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,130,0,0,70,20,0,10,low,0,low,0,40,0,0,50,15,0,low,low,0,low,0,30,320,60,30,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,290,10,0,100,100,10,0,10,low,0,20,50,low,0,35,34,low,0,low,low,0,5,16,620,70,20,40,low,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,110,low,0,50,40,10,0,0,0,low,0,10,low,0,47,34,low,0,0,0,low,0,12,250,50,10,10,low,low
202223,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,90,0,0,40,50,0,low,low,0,0,0,0,0,0,39,58,0,low,low,0,0,0,0,310,50,20,10,low,low
202223,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,1300,x,x,1090,x,x,x,x,x,x,40,170,x,x,x,x,x,x,x,x,x,x,x,2890,250,30,40,10,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,240,low,0,80,60,low,20,0,low,low,10,50,low,0,34,27,low,9,0,low,low,6,20,440,90,20,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,250,low,10,30,180,low,low,low,0,10,10,10,low,low,12,72,low,low,low,0,low,low,low,590,100,30,20,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,360,20,0,80,170,10,10,0,0,0,10,60,low,0,23,47,low,low,0,0,0,low,17,850,270,0,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,290,0,10,100,130,0,10,low,0,low,10,30,0,low,35,44,0,low,low,0,low,low,11,720,120,20,20,10,10
202223,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,180,low,0,70,100,0,low,0,0,0,low,10,low,0,37,54,0,low,0,0,0,low,6,590,60,20,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,120,0,10,40,60,low,0,0,low,0,low,10,0,7,32,50,low,0,0,low,0,low,7,320,40,10,low,0,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,360,10,low,20,290,low,0,low,10,0,0,30,low,low,7,80,low,0,low,low,0,0,7,830,130,50,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,280,low,low,20,200,0,low,0,0,low,10,40,low,low,7,71,0,low,0,0,low,low,15,590,90,30,20,20,low
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,190,10,low,0,160,0,0,low,0,low,low,20,low,low,0,82,0,0,low,0,low,low,9,580,80,20,low,low,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,370,20,40,100,190,0,low,low,low,0,0,20,6,10,25,52,0,low,low,low,0,0,5,850,140,10,10,10,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,380,10,0,90,190,20,10,low,0,0,0,60,low,0,23,51,low,low,low,0,0,0,17,910,150,20,50,30,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,240,0,0,60,140,0,low,low,0,10,20,0,0,0,25,58,0,low,low,0,low,10,0,490,70,10,20,low,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,450,low,20,120,210,10,30,low,low,low,low,50,low,low,28,46,low,7,low,low,low,low,11,970,180,20,20,10,low
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,600,0,0,180,280,30,low,0,low,0,0,110,0,0,30,47,low,low,0,low,0,0,18,1440,180,low,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,360,0,low,170,160,0,low,0,0,low,10,20,0,low,46,44,0,low,0,0,low,low,5,880,290,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,300,0,10,160,70,0,low,0,0,low,30,30,0,low,53,23,0,low,0,0,low,10,9,730,130,20,10,10,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,270,low,30,0,210,0,10,0,0,low,0,10,low,11,0,79,0,low,0,0,low,0,5,520,160,20,low,0,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,150,low,low,50,80,0,low,low,0,0,0,20,low,low,32,54,0,low,low,0,0,0,12,410,50,10,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,450,low,low,150,230,0,10,low,0,low,10,50,low,low,34,50,0,low,low,0,low,low,10,1180,150,x,80,10,0
202223,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,120,0,10,40,60,0,low,0,0,low,10,low,0,low,31,47,0,low,0,0,low,12,low,270,100,20,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,740,0,0,210,440,low,10,low,low,0,40,30,0,0,29,60,low,low,low,low,0,6,low,1580,200,20,low,low,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,370,10,low,60,210,30,low,low,low,10,0,40,low,low,16,58,9,low,low,low,low,0,10,630,90,20,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,500,10,low,80,300,low,low,low,0,0,30,60,low,low,16,61,low,low,low,0,0,6,13,1340,130,40,60,10,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,410,10,low,120,160,20,40,0,0,10,0,40,low,low,30,39,low,10,0,0,low,0,10,1040,160,40,90,50,10
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,20,0,low,10,10,0,0,0,0,0,0,0,0,low,45,50,0,0,0,0,0,0,0,50,low,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,780,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2010,180,80,x,20,low
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,200,0,20,10,150,low,0,low,0,0,10,10,0,8,6,74,low,0,low,0,0,5,low,500,60,10,30,10,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1150,0,20,100,780,low,10,10,10,0,0,220,0,low,9,68,low,low,low,low,0,0,19,2280,420,30,260,60,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,530,low,0,40,280,0,low,10,0,0,0,210,low,0,7,52,0,low,low,0,0,0,39,970,200,30,x,10,0
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,540,10,low,50,350,30,10,10,0,10,0,80,low,low,10,66,low,low,low,0,low,0,14,1120,270,30,80,10,low
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1130,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3030,410,100,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,620,0,0,210,270,10,low,10,0,low,0,110,0,0,33,43,low,low,low,0,low,0,19,620,x,x,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,290,low,10,60,200,0,low,0,low,0,0,20,low,low,21,68,0,low,0,low,0,0,6,730,100,0,40,20,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,380,0,10,100,190,low,low,0,0,10,low,70,0,low,25,49,low,low,0,0,low,low,18,910,120,20,low,low,low
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,270,low,0,50,150,10,low,0,0,0,0,60,low,0,17,55,low,low,0,0,0,0,22,430,100,x,10,0,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,280,low,0,90,150,0,0,10,0,low,0,40,low,0,31,53,0,0,low,0,low,0,13,650,60,10,80,20,low
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,270,0,low,60,140,low,low,low,low,10,0,40,0,low,23,53,low,low,low,low,low,0,15,650,120,10,low,low,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,910,low,low,140,560,low,20,low,0,10,20,130,low,low,16,62,low,low,low,0,low,low,15,1850,180,50,150,20,10
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,240,0,0,10,190,low,low,0,0,0,0,30,0,0,low,82,low,low,0,0,0,0,14,580,70,10,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",120,0,0,50,50,0,0,0,0,0,0,20,0,0,40,40,0,0,0,0,0,0,20,250,x,80,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,660,0,0,70,270,0,low,10,0,0,low,310,0,0,11,41,0,low,low,0,0,low,47,1640,280,60,10,low,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,380,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,100,760,130,20,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,260,0,low,90,120,0,0,low,low,low,10,30,0,low,36,46,0,0,low,low,low,low,12,660,140,20,20,10,0
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,220,10,10,70,50,10,20,low,0,low,low,60,low,low,32,23,low,7,low,0,low,low,27,560,130,50,40,10,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,130,low,low,20,70,10,low,low,0,10,10,10,low,low,17,56,7,low,low,0,low,low,5,490,50,low,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,330,0,0,70,140,0,0,0,low,low,10,100,0,0,22,43,0,0,0,low,low,low,30,780,100,10,150,80,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,700,0,0,520,0,0,0,0,0,0,0,180,0,0,74,0,0,0,0,0,0,0,26,1930,280,60,80,20,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,1730,10,10,250,1180,40,40,10,0,30,10,160,low,low,14,68,low,low,low,0,low,low,9,3940,320,10,180,70,30
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,260,0,0,30,150,0,low,low,low,0,0,70,0,0,12,58,0,low,low,low,0,0,28,660,30,10,10,10,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,320,low,20,low,230,0,0,0,0,0,low,70,low,6,low,71,0,0,0,0,0,low,22,640,130,60,70,10,low
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1080,low,0,410,480,30,30,low,0,10,0,120,low,0,38,44,low,low,low,0,low,0,12,2660,490,100,40,10,0
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,750,low,10,80,520,20,20,10,0,low,20,70,low,low,10,69,low,low,low,0,low,low,9,1980,270,60,70,30,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,570,20,10,190,230,10,30,low,low,10,30,50,low,low,33,40,low,5,low,low,low,low,9,1440,190,70,low,0,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,390,0,10,70,260,0,10,0,0,0,0,60,0,low,17,66,0,low,0,0,0,0,15,880,230,80,60,30,10
202223,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,800,20,0,190,490,10,20,low,0,0,10,60,low,0,24,61,low,low,low,0,0,low,8,2100,170,x,60,30,low
